probabilities
1.1861850436850119e-07
0.011121439770887491
3.81746227263619e-08
4.91710628624821e-09
3.5834525413425056e-08
9.32380228881427e-09
1.275563656001428e-05
1.4259012092467129e-08
1.553274030510282e-08
6.572326707376731e-05
